paper_id,figure_id,caption,n_candidates,n_gt,Proposed|rank,Proposed|rank_pct,Proposed|hit@3,Proposed|hit@4,Proposed|hit@5,Proposed|hit@6,Proposed|hit@7,Proposed-v2|rank,Proposed-v2|rank_pct,Proposed-v2|hit@3,Proposed-v2|hit@4,Proposed-v2|hit@5,Proposed-v2|hit@6,Proposed-v2|hit@7,Qwen3-VL-Rerank-ImgCap+Link|rank,Qwen3-VL-Rerank-ImgCap+Link|rank_pct,Qwen3-VL-Rerank-ImgCap+Link|hit@3,Qwen3-VL-Rerank-ImgCap+Link|hit@4,Qwen3-VL-Rerank-ImgCap+Link|hit@5,Qwen3-VL-Rerank-ImgCap+Link|hit@6,Qwen3-VL-Rerank-ImgCap+Link|hit@7,Qwen3-VL-Rerank-ImgCap|rank,Qwen3-VL-Rerank-ImgCap|rank_pct,Qwen3-VL-Rerank-ImgCap|hit@3,Qwen3-VL-Rerank-ImgCap|hit@4,Qwen3-VL-Rerank-ImgCap|hit@5,Qwen3-VL-Rerank-ImgCap|hit@6,Qwen3-VL-Rerank-ImgCap|hit@7,Qwen3-VL-Rerank-Img|rank,Qwen3-VL-Rerank-Img|rank_pct,Qwen3-VL-Rerank-Img|hit@3,Qwen3-VL-Rerank-Img|hit@4,Qwen3-VL-Rerank-Img|hit@5,Qwen3-VL-Rerank-Img|hit@6,Qwen3-VL-Rerank-Img|hit@7,Layout-Order|rank,Layout-Order|rank_pct,Layout-Order|hit@3,Layout-Order|hit@4,Layout-Order|hit@5,Layout-Order|hit@6,Layout-Order|hit@7,Caption-BM25|rank,Caption-BM25|rank_pct,Caption-BM25|hit@3,Caption-BM25|hit@4,Caption-BM25|hit@5,Caption-BM25|hit@6,Caption-BM25|hit@7,Caption-Dense-v4|rank,Caption-Dense-v4|rank_pct,Caption-Dense-v4|hit@3,Caption-Dense-v4|hit@4,Caption-Dense-v4|hit@5,Caption-Dense-v4|hit@6,Caption-Dense-v4|hit@7,Zero-shot-CLIP|rank,Zero-shot-CLIP|rank_pct,Zero-shot-CLIP|hit@3,Zero-shot-CLIP|hit@4,Zero-shot-CLIP|hit@5,Zero-shot-CLIP|hit@6,Zero-shot-CLIP|hit@7,Direct+Link|rank,Direct+Link|rank_pct,Direct+Link|hit@3,Direct+Link|hit@4,Direct+Link|hit@5,Direct+Link|hit@6,Direct+Link|hit@7,Direct+Link+Layout|rank,Direct+Link+Layout|rank_pct,Direct+Link+Layout|hit@3,Direct+Link+Layout|hit@4,Direct+Link+Layout|hit@5,Direct+Link+Layout|hit@6,Direct+Link+Layout|hit@7,Direct+Link+Layout+Type|rank,Direct+Link+Layout+Type|rank_pct,Direct+Link+Layout+Type|hit@3,Direct+Link+Layout+Type|hit@4,Direct+Link+Layout+Type|hit@5,Direct+Link+Layout+Type|hit@6,Direct+Link+Layout+Type|hit@7,DirectOnly|rank,DirectOnly|rank_pct,DirectOnly|hit@3,DirectOnly|hit@4,DirectOnly|hit@5,DirectOnly|hit@6,DirectOnly|hit@7,FullClusterAdd|rank,FullClusterAdd|rank_pct,FullClusterAdd|hit@3,FullClusterAdd|hit@4,FullClusterAdd|hit@5,FullClusterAdd|hit@6,FullClusterAdd|hit@7,LG-JSSF|rank,LG-JSSF|rank_pct,LG-JSSF|hit@3,LG-JSSF|hit@4,LG-JSSF|hit@5,LG-JSSF|hit@6,LG-JSSF|hit@7,LG-JSSF+ClusterAdd|rank,LG-JSSF+ClusterAdd|rank_pct,LG-JSSF+ClusterAdd|hit@3,LG-JSSF+ClusterAdd|hit@4,LG-JSSF+ClusterAdd|hit@5,LG-JSSF+ClusterAdd|hit@6,LG-JSSF+ClusterAdd|hit@7,w/o ClusterPrior (Add)|rank,w/o ClusterPrior (Add)|rank_pct,w/o ClusterPrior (Add)|hit@3,w/o ClusterPrior (Add)|hit@4,w/o ClusterPrior (Add)|hit@5,w/o ClusterPrior (Add)|hit@6,w/o ClusterPrior (Add)|hit@7,w/o LocalWindow (Add)|rank,w/o LocalWindow (Add)|rank_pct,w/o LocalWindow (Add)|hit@3,w/o LocalWindow (Add)|hit@4,w/o LocalWindow (Add)|hit@5,w/o LocalWindow (Add)|hit@6,w/o LocalWindow (Add)|hit@7,w/o P_layout (Add)|rank,w/o P_layout (Add)|rank_pct,w/o P_layout (Add)|hit@3,w/o P_layout (Add)|hit@4,w/o P_layout (Add)|hit@5,w/o P_layout (Add)|hit@6,w/o P_layout (Add)|hit@7,w/o P_type (Add)|rank,w/o P_type (Add)|rank_pct,w/o P_type (Add)|hit@3,w/o P_type (Add)|hit@4,w/o P_type (Add)|hit@5,w/o P_type (Add)|hit@6,w/o P_type (Add)|hit@7,w/o S_link (Add)|rank,w/o S_link (Add)|rank_pct,w/o S_link (Add)|hit@3,w/o S_link (Add)|hit@4,w/o S_link (Add)|hit@5,w/o S_link (Add)|hit@6,w/o S_link (Add)|hit@7,miss_count,hit_count,figure_index,body_order_rank,explicit_ref_count,p_type,type_category,s_direct,s_link,p_layout,s_direct_pct,s_link_pct,p_layout_pct,cluster_top1_label,Proposed_rank
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,aab331823d88069475e7b846c343818da3bcb1765188bac79c17da841416a3fd,图15：待测矩形海域,27,8,21,0.7778,False,False,False,False,False,23,0.8519,False,False,False,False,False,19,0.7037,False,False,False,False,False,17,0.6296,False,False,False,False,False,19,0.7037,False,False,False,False,False,15,0.5556,False,False,False,False,False,17,0.6296,False,False,False,False,False,23,0.8519,False,False,False,False,False,2,0.0741,True,True,True,True,True,17,0.6296,False,False,False,False,False,18,0.6667,False,False,False,False,False,19,0.7037,False,False,False,False,False,23,0.8519,False,False,False,False,False,21,0.7778,False,False,False,False,False,19,0.7037,False,False,False,False,False,21,0.7778,False,False,False,False,False,19,0.7037,False,False,False,False,False,21,0.7778,False,False,False,False,False,18,0.6667,False,False,False,False,False,19,0.7037,False,False,False,False,False,21,0.7778,False,False,False,False,False,5,0,15,15.0,0,1.0,other,0.0278,0.5646,0.25,0.1481,0.3704,0.4444,,21
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,fea55e5bf16ce4cd9a213e701ede7b7f71f0c1c76f27ab764c7de2e1f90c084d,图10：问题二坐标系,27,8,8,0.2963,False,False,False,False,False,9,0.3333,False,False,False,False,False,13,0.4815,False,False,False,False,False,19,0.7037,False,False,False,False,False,14,0.5185,False,False,False,False,False,10,0.3704,False,False,False,False,False,27,1.0,False,False,False,False,False,20,0.7407,False,False,False,False,False,4,0.1481,False,True,True,True,True,12,0.4444,False,False,False,False,False,9,0.3333,False,False,False,False,False,9,0.3333,False,False,False,False,False,21,0.7778,False,False,False,False,False,8,0.2963,False,False,False,False,False,9,0.3333,False,False,False,False,False,8,0.2963,False,False,False,False,False,9,0.3333,False,False,False,False,False,18,0.6667,False,False,False,False,False,12,0.4444,False,False,False,False,False,8,0.2963,False,False,False,False,False,18,0.6667,False,False,False,False,False,5,0,10,10.0,0,1.0,other,0.0307,1.0,0.2891,0.2222,0.4815,0.6296,,8
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,162100d9ece44fcd582ebbcf02f8d1ca31bd0e823655b8deb5a76f6aeb172755,图31．求解水道断面面积示意图,32,5,24,0.75,False,False,False,False,False,32,1.0,False,False,False,False,False,18,0.5625,False,False,False,False,False,23,0.7188,False,False,False,False,False,14,0.4375,False,False,False,False,False,31,0.9688,False,False,False,False,False,11,0.3438,False,False,False,False,False,17,0.5312,False,False,False,False,False,27,0.8438,False,False,False,False,False,32,1.0,False,False,False,False,False,32,1.0,False,False,False,False,False,32,1.0,False,False,False,False,False,31,0.9688,False,False,False,False,False,27,0.8438,False,False,False,False,False,32,1.0,False,False,False,False,False,27,0.8438,False,False,False,False,False,32,1.0,False,False,False,False,False,21,0.6562,False,False,False,False,False,28,0.875,False,False,False,False,False,27,0.8438,False,False,False,False,False,21,0.6562,False,False,False,False,False,5,0,31,31.0,1,1.0,schematic,-0.0182,0.1976,0.2,0.0312,0.0,0.0312,,24
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,b2d7c173be54a4e390f557bf4c1b510d6a12329696d08a33603977c8a9fffc9a,图32. 求解水道平均速度示意图,32,5,31,0.9688,False,False,False,False,False,31,0.9688,False,False,False,False,False,25,0.7812,False,False,False,False,False,29,0.9062,False,False,False,False,False,15,0.4688,False,False,False,False,False,32,1.0,False,False,False,False,False,13,0.4062,False,False,False,False,False,21,0.6562,False,False,False,False,False,13,0.4062,False,False,False,False,False,29,0.9062,False,False,False,False,False,31,0.9688,False,False,False,False,False,31,0.9688,False,False,False,False,False,32,1.0,False,False,False,False,False,32,1.0,False,False,False,False,False,31,0.9688,False,False,False,False,False,32,1.0,False,False,False,False,False,31,0.9688,False,False,False,False,False,29,0.9062,False,False,False,False,False,30,0.9375,False,False,False,False,False,32,1.0,False,False,False,False,False,29,0.9062,False,False,False,False,False,5,0,32,32.0,1,1.0,schematic,-0.0241,0.2499,0.1982,0.0,0.0938,0.0,,31
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,eb86647b21d9ee5b5680cc395dc29da0ec8ca9ef869f9179644f0a97b12d21b7,图17.SARIMA原理分析图,32,5,27,0.8438,False,False,False,False,False,18,0.5625,False,False,False,False,False,24,0.75,False,False,False,False,False,26,0.8125,False,False,False,False,False,27,0.8438,False,False,False,False,False,17,0.5312,False,False,False,False,False,30,0.9375,False,False,False,False,False,7,0.2188,False,False,False,False,True,29,0.9062,False,False,False,False,False,15,0.4688,False,False,False,False,False,19,0.5938,False,False,False,False,False,18,0.5625,False,False,False,False,False,2,0.0625,True,True,True,True,True,26,0.8125,False,False,False,False,False,18,0.5625,False,False,False,False,False,26,0.8125,False,False,False,False,False,18,0.5625,False,False,False,False,False,27,0.8438,False,False,False,False,False,19,0.5938,False,False,False,False,False,26,0.8125,False,False,False,False,False,27,0.8438,False,False,False,False,False,5,0,17,17.0,1,1.0,other,0.0398,0.6776,0.2398,0.9375,0.5,0.4688,,27
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,c666acc38d85752a433fb6448de40948913eaf210f0f878fd08a935a6dfd1dc5,图5.4.1 搜索算法流程图,24,2,11,0.4583,False,False,False,False,False,4,0.1667,False,True,True,True,True,6,0.25,False,False,False,True,True,18,0.75,False,False,False,False,False,13,0.5417,False,False,False,False,False,7,0.2917,False,False,False,False,True,2,0.0833,True,True,True,True,True,11,0.4583,False,False,False,False,False,16,0.6667,False,False,False,False,False,14,0.5833,False,False,False,False,False,14,0.5833,False,False,False,False,False,11,0.4583,False,False,False,False,False,4,0.1667,False,True,True,True,True,11,0.4583,False,False,False,False,False,11,0.4583,False,False,False,False,False,11,0.4583,False,False,False,False,False,11,0.4583,False,False,False,False,False,1,0.0417,True,True,True,True,True,11,0.4583,False,False,False,False,False,14,0.5833,False,False,False,False,False,1,0.0417,True,True,True,True,True,4,1,5.4.1,5.41,2,1.5,framework,0.0472,0.5264,0.3731,0.8333,0.4167,0.7083,,11
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,ffd57342253e426fd8d4b55154b2af4991d0188d41fcf35f851726fc578f060e,图16敏感性分析结果,17,3,3,0.1765,True,True,True,True,True,8,0.4706,False,False,False,False,False,17,1.0,False,False,False,False,False,17,1.0,False,False,False,False,False,8,0.4706,False,False,False,False,False,16,0.9412,False,False,False,False,False,15,0.8824,False,False,False,False,False,8,0.4706,False,False,False,False,False,17,1.0,False,False,False,False,False,1,0.0588,True,True,True,True,True,4,0.2353,False,True,True,True,True,5,0.2941,False,False,True,True,True,1,0.0588,True,True,True,True,True,4,0.2353,False,True,True,True,True,5,0.2941,False,False,True,True,True,4,0.2353,False,True,True,True,True,5,0.2941,False,False,True,True,True,1,0.0588,True,True,True,True,True,4,0.2353,False,True,True,True,True,3,0.1765,True,True,True,True,True,1,0.0588,True,True,True,True,True,4,1,16,16.0,0,0.8,result_plot,0.0346,1.0,0.2447,0.9412,0.7647,0.0588,,3
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,43edda1fa1bf888165bfc485c82648ff38510257ca869ee0ca12b67840e96049,图3“开放式小区”近似电路图,19,3,4,0.2105,False,True,True,True,True,6,0.3158,False,False,False,True,True,16,0.8421,False,False,False,False,False,15,0.7895,False,False,False,False,False,19,1.0,False,False,False,False,False,3,0.1579,True,True,True,True,True,4,0.2105,False,True,True,True,True,8,0.4211,False,False,False,False,False,2,0.1053,True,True,True,True,True,14,0.7368,False,False,False,False,False,5,0.2632,False,False,True,True,True,5,0.2632,False,False,True,True,True,17,0.8947,False,False,False,False,False,4,0.2105,False,True,True,True,True,5,0.2632,False,False,True,True,True,4,0.2105,False,True,True,True,True,5,0.2632,False,False,True,True,True,7,0.3684,False,False,False,False,True,14,0.7368,False,False,False,False,False,4,0.2105,False,True,True,True,True,6,0.3158,False,False,False,True,True,4,1,3,3.0,2,1.0,other,0.0423,0.5522,0.5,0.1053,0.2632,0.8421,,4
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,fd93917298efe0bd4563b48a653c3c4aec307a94ee7d8674643c124d455613a2,图14附件5介质最终重建图像,18,3,15,0.8333,False,False,False,False,False,9,0.5,False,False,False,False,False,3,0.1667,True,True,True,True,True,13,0.7222,False,False,False,False,False,15,0.8333,False,False,False,False,False,14,0.7778,False,False,False,False,False,11,0.6111,False,False,False,False,False,18,1.0,False,False,False,False,False,16,0.8889,False,False,False,False,False,3,0.1667,True,True,True,True,True,7,0.3889,False,False,False,False,True,7,0.3889,False,False,False,False,True,4,0.2222,False,True,True,True,True,15,0.8333,False,False,False,False,False,7,0.3889,False,False,False,False,True,15,0.8333,False,False,False,False,False,7,0.3889,False,False,False,False,True,15,0.8333,False,False,False,False,False,5,0.2778,False,False,True,True,True,15,0.8333,False,False,False,False,False,15,0.8333,False,False,False,False,False,4,1,14,14.0,1,1.0,other,0.0573,1.0,0.256,0.7778,0.5,0.2222,,15
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,9d22e9c63d341b398c25603a57e22f8c5ae5c4c1cabefb4f8a845a311ee3b8f5,图12任务价格与被完成概率的关系,24,3,2,0.0833,True,True,True,True,True,8,0.3333,False,False,False,False,False,7,0.2917,False,False,False,False,True,7,0.2917,False,False,False,False,True,7,0.2917,False,False,False,False,True,12,0.5,False,False,False,False,False,10,0.4167,False,False,False,False,False,15,0.625,False,False,False,False,False,1,0.0417,True,True,True,True,True,8,0.3333,False,False,False,False,False,5,0.2083,False,False,True,True,True,5,0.2083,False,False,True,True,True,13,0.5417,False,False,False,False,False,4,0.1667,False,True,True,True,True,5,0.2083,False,False,True,True,True,4,0.1667,False,True,True,True,True,5,0.2083,False,False,True,True,True,3,0.125,True,True,True,True,True,2,0.0833,True,True,True,True,True,4,0.1667,False,True,True,True,True,3,0.125,True,True,True,True,True,4,1,12,12.0,0,1.0,other,0.0204,1.0,0.2702,0.4583,0.5833,0.5,,2
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,6cbb5766e49ddcde830d4baa4614abde7ee7241ed6b523a01adf1d2772466daf,图6 问题二的思路流程图,17,3,6,0.3529,False,False,False,True,True,7,0.4118,False,False,False,False,True,8,0.4706,False,False,False,False,False,6,0.3529,False,False,False,True,True,5,0.2941,False,False,True,True,True,6,0.3529,False,False,False,True,True,9,0.5294,False,False,False,False,False,15,0.8824,False,False,False,False,False,5,0.2941,False,False,True,True,True,17,1.0,False,False,False,False,False,13,0.7647,False,False,False,False,False,9,0.5294,False,False,False,False,False,14,0.8235,False,False,False,False,False,6,0.3529,False,False,False,True,True,9,0.5294,False,False,False,False,False,6,0.3529,False,False,False,True,True,9,0.5294,False,False,False,False,False,2,0.1176,True,True,True,True,True,8,0.4706,False,False,False,False,False,10,0.5882,False,False,False,False,False,5,0.2941,False,False,True,True,True,4,1,6,6.0,0,1.5,framework,-0.008,0.262,0.3562,0.1765,0.0,0.6471,,6
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,cf26a986966192ed8d35464af2c190b852ff072c2639038d892d92023dfe401f,图10公式I与公式II所得数据的C-Q折线图（纵坐标为C，横坐标为Q）因此，在这一模型中，公式II更优一些。,10,3,5,0.5,False,False,True,True,True,9,0.9,False,False,False,False,False,10,1.0,False,False,False,False,False,10,1.0,False,False,False,False,False,6,0.6,False,False,False,True,True,10,1.0,False,False,False,False,False,3,0.3,True,True,True,True,True,5,0.5,False,False,True,True,True,7,0.7,False,False,False,False,True,9,0.9,False,False,False,False,False,9,0.9,False,False,False,False,False,9,0.9,False,False,False,False,False,6,0.6,False,False,False,True,True,5,0.5,False,False,True,True,True,9,0.9,False,False,False,False,False,5,0.5,False,False,True,True,True,9,0.9,False,False,False,False,False,1,0.1,True,True,True,True,True,9,0.9,False,False,False,False,False,5,0.5,False,False,True,True,True,3,0.3,True,True,True,True,True,4,1,10,10.0,1,0.8,schematic,0.0199,0.6643,0.2891,0.4,0.1,0.0,,5
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,c6fa9eec45154c1c71e538be188bddd44f603ea869f78c4578ecfad108674741,图1用户、系统、任务三者逻辑关系,44,4,15,0.3409,False,False,False,False,False,1,0.0227,True,True,True,True,True,32,0.7273,False,False,False,False,False,24,0.5455,False,False,False,False,False,19,0.4318,False,False,False,False,False,1,0.0227,True,True,True,True,True,25,0.5682,False,False,False,False,False,35,0.7955,False,False,False,False,False,32,0.7273,False,False,False,False,False,28,0.6364,False,False,False,False,False,1,0.0227,True,True,True,True,True,1,0.0227,True,True,True,True,True,11,0.25,False,False,False,False,False,3,0.0682,True,True,True,True,True,1,0.0227,True,True,True,True,True,3,0.0682,True,True,True,True,True,1,0.0227,True,True,True,True,True,36,0.8182,False,False,False,False,False,37,0.8409,False,False,False,False,False,1,0.0227,True,True,True,True,True,33,0.75,False,False,False,False,False,4,1,1,1.0,1,1.0,other,0.0563,0.3922,1.0,0.75,0.3182,0.9773,,15
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,2d46f183aac17838e6d37211c82b4f201a71dd92bbfabad5af42dbed4dc08cbd,图17：“定日镜规格分区域规划策略”示意图 [8],22,7,13,0.5909,False,False,False,False,False,11,0.5,False,False,False,False,False,7,0.3182,False,False,False,False,True,3,0.1364,True,True,True,True,True,6,0.2727,False,False,False,True,True,17,0.7727,False,False,False,False,False,20,0.9091,False,False,False,False,False,3,0.1364,True,True,True,True,True,15,0.6818,False,False,False,False,False,6,0.2727,False,False,False,True,True,11,0.5,False,False,False,False,False,11,0.5,False,False,False,False,False,2,0.0909,True,True,True,True,True,9,0.4091,False,False,False,False,False,11,0.5,False,False,False,False,False,9,0.4091,False,False,False,False,False,11,0.5,False,False,False,False,False,12,0.5455,False,False,False,False,False,8,0.3636,False,False,False,False,False,11,0.5,False,False,False,False,False,9,0.4091,False,False,False,False,False,4,1,17,17.0,1,1.0,schematic,0.0698,0.5995,0.2398,0.9091,0.7273,0.2273,,13
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,9242e8d13d231f69d760b69d9ab9504d208c03798d662ed5f5457963d9f38304,图4：定日镜面的坐标系,11,5,6,0.5455,False,False,False,True,True,8,0.7273,False,False,False,False,False,7,0.6364,False,False,False,False,True,3,0.2727,True,True,True,True,True,7,0.6364,False,False,False,False,True,4,0.3636,False,True,True,True,True,8,0.7273,False,False,False,False,False,8,0.7273,False,False,False,False,False,5,0.4545,False,False,True,True,True,8,0.7273,False,False,False,False,False,7,0.6364,False,False,False,False,True,7,0.6364,False,False,False,False,True,3,0.2727,True,True,True,True,True,7,0.6364,False,False,False,False,True,7,0.6364,False,False,False,False,True,7,0.6364,False,False,False,False,True,7,0.6364,False,False,False,False,True,2,0.1818,True,True,True,True,True,8,0.7273,False,False,False,False,False,7,0.6364,False,False,False,False,True,2,0.1818,True,True,True,True,True,4,1,4,4.0,0,1.0,other,0.032,0.4876,0.4307,0.7273,0.2727,0.6364,,6
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,28aa0370ebe23139d6b562eca304b4ad5a613a34b65ff998ecdc17b7109e7be9,图5：相邻条带之间的重叠,27,8,12,0.4444,False,False,False,False,False,11,0.4074,False,False,False,False,False,4,0.1481,False,True,True,True,True,12,0.4444,False,False,False,False,False,7,0.2593,False,False,False,False,True,5,0.1852,False,False,True,True,True,11,0.4074,False,False,False,False,False,3,0.1111,True,True,True,True,True,10,0.3704,False,False,False,False,False,16,0.5926,False,False,False,False,False,11,0.4074,False,False,False,False,False,11,0.4074,False,False,False,False,False,1,0.037,True,True,True,True,True,13,0.4815,False,False,False,False,False,11,0.4074,False,False,False,False,False,13,0.4815,False,False,False,False,False,11,0.4074,False,False,False,False,False,10,0.3704,False,False,False,False,False,17,0.6296,False,False,False,False,False,12,0.4444,False,False,False,False,False,2,0.0741,True,True,True,True,True,4,1,5,5.0,0,1.0,other,0.0856,0.5868,0.3869,0.963,0.4074,0.8148,,12
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,c86f827b7a32cd099e5a352e3f9aa99f48b30743d172809725b1fe70a8229ba8,图8 等高线与梯度线图,11,3,10,0.9091,False,False,False,False,False,5,0.4545,False,False,True,True,True,11,1.0,False,False,False,False,False,11,1.0,False,False,False,False,False,11,1.0,False,False,False,False,False,8,0.7273,False,False,False,False,False,1,0.0909,True,True,True,True,True,7,0.6364,False,False,False,False,True,11,1.0,False,False,False,False,False,2,0.1818,True,True,True,True,True,7,0.6364,False,False,False,False,True,7,0.6364,False,False,False,False,True,2,0.1818,True,True,True,True,True,10,0.9091,False,False,False,False,False,7,0.6364,False,False,False,False,True,10,0.9091,False,False,False,False,False,7,0.6364,False,False,False,False,True,10,0.9091,False,False,False,False,False,7,0.6364,False,False,False,False,True,10,0.9091,False,False,False,False,False,8,0.7273,False,False,False,False,False,4,1,8,8.0,1,1.0,other,0.0296,1.0,0.3155,0.8182,0.0909,0.2727,,10
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,0d92d482cbbc2d6b4f0603c4c55d4d530f0b47e052ad9af070814e3639240a1f,图8 成本加成定价定义,19,3,6,0.3158,False,False,False,True,True,5,0.2632,False,False,True,True,True,16,0.8421,False,False,False,False,False,13,0.6842,False,False,False,False,False,10,0.5263,False,False,False,False,False,8,0.4211,False,False,False,False,False,1,0.0526,True,True,True,True,True,6,0.3158,False,False,False,True,True,3,0.1579,True,True,True,True,True,1,0.0526,True,True,True,True,True,6,0.3158,False,False,False,True,True,6,0.3158,False,False,False,True,True,2,0.1053,True,True,True,True,True,6,0.3158,False,False,False,True,True,6,0.3158,False,False,False,True,True,6,0.3158,False,False,False,True,True,6,0.3158,False,False,False,True,True,18,0.9474,False,False,False,False,False,2,0.1053,True,True,True,True,True,6,0.3158,False,False,False,True,True,18,0.9474,False,False,False,False,False,4,1,8,8.0,0,1.0,other,0.0474,1.0,0.3155,0.8947,0.7368,0.5789,,6
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,c736ce025745d6df8cdb6e123bd86052005729238201665fdd82205e7b5123bc,图3六大品类蔬菜12个季度的平均销售量折线图,19,3,8,0.4211,False,False,False,False,False,8,0.4211,False,False,False,False,False,6,0.3158,False,False,False,True,True,4,0.2105,False,True,True,True,True,7,0.3684,False,False,False,False,True,3,0.1579,True,True,True,True,True,15,0.7895,False,False,False,False,False,12,0.6316,False,False,False,False,False,4,0.2105,False,True,True,True,True,6,0.3158,False,False,False,True,True,7,0.3684,False,False,False,False,True,7,0.3684,False,False,False,False,True,3,0.1579,True,True,True,True,True,8,0.4211,False,False,False,False,False,7,0.3684,False,False,False,False,True,8,0.4211,False,False,False,False,False,7,0.3684,False,False,False,False,True,17,0.8947,False,False,False,False,False,8,0.4211,False,False,False,False,False,7,0.3684,False,False,False,False,True,13,0.6842,False,False,False,False,False,4,1,3,3.0,2,0.8,type_penalized,0.0421,0.5351,0.5,0.8421,0.6842,0.8421,,8
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,47d3ad028759870628cda2608da3cd0a9831e8d5060f9d981c5ccc5ecb5da519,图41河底高程未来10年的变化情况,42,3,39,0.9286,False,False,False,False,False,37,0.881,False,False,False,False,False,42,1.0,False,False,False,False,False,42,1.0,False,False,False,False,False,2,0.0476,True,True,True,True,True,39,0.9286,False,False,False,False,False,7,0.1667,False,False,False,False,True,31,0.7381,False,False,False,False,False,18,0.4286,False,False,False,False,False,34,0.8095,False,False,False,False,False,40,0.9524,False,False,False,False,False,38,0.9048,False,False,False,False,False,4,0.0952,False,True,True,True,True,37,0.881,False,False,False,False,False,38,0.9048,False,False,False,False,False,37,0.881,False,False,False,False,False,38,0.9048,False,False,False,False,False,31,0.7381,False,False,False,False,False,35,0.8333,False,False,False,False,False,37,0.881,False,False,False,False,False,30,0.7143,False,False,False,False,False,4,1,41,41.0,1,1.0,other,0.0623,0.3123,0.1854,0.9048,0.0714,0.0476,,39
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,4d603b8e643ee2831ac177821cbf52fd092426e3876b8438650a1512dd66d501,图27 沙通量小波等值线图,42,3,11,0.2619,False,False,False,False,False,15,0.3571,False,False,False,False,False,5,0.119,False,False,True,True,True,21,0.5,False,False,False,False,False,25,0.5952,False,False,False,False,False,24,0.5714,False,False,False,False,False,27,0.6429,False,False,False,False,False,6,0.1429,False,False,False,True,True,3,0.0714,True,True,True,True,True,13,0.3095,False,False,False,False,False,17,0.4048,False,False,False,False,False,17,0.4048,False,False,False,False,False,17,0.4048,False,False,False,False,False,12,0.2857,False,False,False,False,False,17,0.4048,False,False,False,False,False,12,0.2857,False,False,False,False,False,17,0.4048,False,False,False,False,False,24,0.5714,False,False,False,False,False,10,0.2381,False,False,False,False,False,12,0.2857,False,False,False,False,False,20,0.4762,False,False,False,False,False,4,1,27,27.0,1,1.0,other,0.0412,0.8525,0.208,0.5952,0.6667,0.4048,,11
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,a01aaa10caae5535e42d59d9f73d511f0d8bf9afe285fdc585e5edecf7dd00df,图13：模型改进下的受力图,13,3,9,0.6923,False,False,False,False,False,10,0.7692,False,False,False,False,False,4,0.3077,False,True,True,True,True,8,0.6154,False,False,False,False,False,2,0.1538,True,True,True,True,True,13,1.0,False,False,False,False,False,7,0.5385,False,False,False,False,True,12,0.9231,False,False,False,False,False,13,1.0,False,False,False,False,False,5,0.3846,False,False,True,True,True,10,0.7692,False,False,False,False,False,10,0.7692,False,False,False,False,False,5,0.3846,False,False,True,True,True,9,0.6923,False,False,False,False,False,10,0.7692,False,False,False,False,False,9,0.6923,False,False,False,False,False,10,0.7692,False,False,False,False,False,8,0.6154,False,False,False,False,False,5,0.3846,False,False,True,True,True,9,0.6923,False,False,False,False,False,8,0.6154,False,False,False,False,False,3,2,13,13.0,1,1.0,schematic,0.026,1.0,0.2626,0.6154,0.3077,0.0,,9
